response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
2.6411,0.0006,0.0001,0.0001,2.6403,0.0001,200,4.4998
2.4997,0.0006,0.0001,0.0001,2.4989,0.0001,200,4.7559
2.4709,0.0005,0.0001,0.0000,2.4703,0.0001,200,4.8031
2.5695,0.0005,0.0001,0.0001,2.5687,0.0002,200,4.7061
2.6156,0.0006,0.0001,0.0001,2.6149,0.0001,200,4.6790
2.6008,0.0005,0.0001,0.0001,2.6001,0.0001,200,4.7059
2.6074,0.0004,0.0001,0.0001,2.6067,0.0001,200,4.7270
2.5460,0.0005,0.0001,0.0001,2.5452,0.0001,200,4.8026
2.5893,0.0005,0.0001,0.0001,2.5885,0.0002,200,4.7861
2.6079,0.0006,0.0001,0.0001,2.6070,0.0002,200,4.7719
2.5919,0.0005,0.0001,0.0001,2.5912,0.0001,200,4.8024
0.0580,0.0005,0.0001,0.0001,0.0572,0.0001,429,7.3944
0.0570,0.0006,0.0001,0.0001,0.0561,0.0001,429,7.4524
2.5453,0.0005,0.0001,0.0001,2.5445,0.0001,200,4.9663
2.6048,0.0005,0.0001,0.0001,2.6040,0.0001,200,4.9355
2.5251,0.0005,0.0001,0.0001,2.5244,0.0001,200,5.0153
2.5649,0.0005,0.0001,0.0001,2.5641,0.0001,200,4.9762
2.5796,0.0005,0.0001,0.0000,2.5789,0.0001,200,4.9902
2.6272,0.0005,0.0001,0.0001,2.6264,0.0001,200,4.9651
2.5484,0.0004,0.0001,0.0001,2.5478,0.0001,200,5.0534
2.6028,0.0005,0.0001,0.0001,2.6020,0.0001,200,5.0295
2.5856,0.0005,0.0001,0.0001,2.5848,0.0002,200,5.0506
2.5976,0.0005,0.0001,0.0001,2.5969,0.0001,200,5.0530
2.5478,0.0006,0.0001,0.0001,2.5470,0.0001,200,5.2219
2.5950,0.0006,0.0001,0.0001,2.5941,0.0001,200,5.1959
2.5507,0.0006,0.0001,0.0001,2.5499,0.0001,200,5.2421
2.5724,0.0005,0.0001,0.0001,2.5716,0.0002,200,5.2222
2.5141,0.0006,0.0001,0.0001,2.5133,0.0001,200,5.3123
2.5577,0.0006,0.0001,0.0001,2.5569,0.0001,200,5.2901
2.6422,0.0005,0.0001,0.0001,2.6414,0.0002,200,5.2281
2.5806,0.0004,0.0001,0.0001,2.5799,0.0002,200,5.3135
2.5809,0.0005,0.0001,0.0000,2.5802,0.0001,200,5.3133
2.6392,0.0005,0.0001,0.0001,2.6384,0.0001,200,5.2744
0.0681,0.0005,0.0001,0.0001,0.0673,0.0002,429,7.9137
2.4788,0.0006,0.0001,0.0001,2.4779,0.0002,200,5.5471
2.5598,0.0005,0.0001,0.0000,2.5591,0.0002,200,5.4814
2.5885,0.0005,0.0001,0.0001,2.5878,0.0001,200,5.4537
2.5777,0.0005,0.0001,0.0001,2.5769,0.0001,200,5.4784
2.6069,0.0004,0.0001,0.0001,2.6062,0.0001,200,5.4817
2.5793,0.0005,0.0001,0.0001,2.5784,0.0002,200,5.5295
2.4652,0.0005,0.0001,0.0001,2.4644,0.0001,200,5.6550
2.5782,0.0005,0.0001,0.0001,2.5774,0.0001,200,5.5734
2.5748,0.0004,0.0001,0.0001,2.5741,0.0001,200,5.5775
2.5990,0.0004,0.0000,0.0001,2.5983,0.0002,200,5.5777
2.5422,0.0005,0.0001,0.0000,2.5415,0.0001,200,5.7419
2.5956,0.0005,0.0001,0.0001,2.5948,0.0001,200,5.7097
2.5522,0.0005,0.0001,0.0001,2.5514,0.0001,200,5.7548
2.5747,0.0005,0.0001,0.0000,2.5740,0.0001,200,5.7339
2.5543,0.0006,0.0001,0.0001,2.5535,0.0001,200,5.7883
2.6102,0.0006,0.0001,0.0001,2.6093,0.0002,200,5.7512
2.5387,0.0005,0.0001,0.0001,2.5379,0.0002,200,5.8365
2.6051,0.0005,0.0001,0.0001,2.6044,0.0001,200,5.8028
2.5868,0.0005,0.0001,0.0001,2.5861,0.0001,200,5.8221
2.5883,0.0005,0.0001,0.0001,2.5875,0.0002,200,5.8346
2.5469,0.0006,0.0001,0.0001,2.5461,0.0002,200,5.9931
2.5580,0.0005,0.0001,0.0001,2.5573,0.0001,200,5.9984
2.5530,0.0005,0.0001,0.0001,2.5523,0.0001,200,6.0066
2.5517,0.0005,0.0001,0.0001,2.5510,0.0001,200,6.0103
2.6316,0.0006,0.0001,0.0001,2.6307,0.0001,200,5.9689
2.5242,0.0005,0.0001,0.0001,2.5233,0.0002,200,6.0951
0.0750,0.0005,0.0001,0.0001,0.0742,0.0002,429,8.5565
2.5851,0.0006,0.0001,0.0001,2.5842,0.0001,200,6.0488
2.5027,0.0005,0.0001,0.0001,2.5018,0.0002,200,6.1655
2.5885,0.0005,0.0001,0.0001,2.5878,0.0001,200,6.0800
2.6190,0.0005,0.0001,0.0001,2.6183,0.0001,200,6.0627
0.0811,0.0005,0.0001,0.0001,0.0804,0.0001,429,8.6682
2.5427,0.0005,0.0001,0.0001,2.5420,0.0001,200,6.2565
2.5562,0.0005,0.0001,0.0001,2.5555,0.0001,200,6.2601
2.5717,0.0005,0.0001,0.0001,2.5709,0.0001,200,6.2461
2.5559,0.0005,0.0001,0.0001,2.5551,0.0001,200,6.2620
2.6256,0.0006,0.0001,0.0001,2.6248,0.0001,200,6.2291
2.5384,0.0006,0.0001,0.0001,2.5375,0.0002,200,6.3383
2.5872,0.0006,0.0001,0.0001,2.5863,0.0001,200,6.3046
2.6023,0.0006,0.0001,0.0001,2.6015,0.0002,200,6.3196
2.4386,0.0005,0.0001,0.0001,2.4378,0.0001,200,6.4842
2.5889,0.0005,0.0001,0.0000,2.5881,0.0001,200,6.3503
2.6311,0.0005,0.0001,0.0001,2.6303,0.0002,200,6.4263
2.5693,0.0005,0.0001,0.0001,2.5685,0.0001,200,6.5037
2.4713,0.0004,0.0001,0.0001,2.4707,0.0002,200,6.6039
2.5667,0.0005,0.0001,0.0001,2.5659,0.0001,200,6.5086
2.5810,0.0005,0.0001,0.0001,2.5803,0.0001,200,6.5319
2.6026,0.0005,0.0001,0.0001,2.6019,0.0001,200,6.5294
2.5860,0.0005,0.0001,0.0001,2.5852,0.0001,200,6.5627
2.6037,0.0005,0.0001,0.0001,2.6029,0.0002,200,6.5769
2.4031,0.0005,0.0001,0.0001,2.4024,0.0001,200,6.7776
